#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NC_009657.1          -         result               -          cm        1      295        1      293      +    no    1 0.42   0.0  267.3   1.9e-67 !   Scotophilus bat coronavirus 512, complete genome
KX900405.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  175.4   6.7e-43 !   Transmissible gastroenteritis virus strain TGEV/USA/Minnesota148/2013, complete genome
KX900403.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  175.4   6.7e-43 !   Transmissible gastroenteritis virus strain TGEV/USA/Illinois146/2008, complete genome
KX900401.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  175.4   6.7e-43 !   Transmissible gastroenteritis virus strain TGEV/USA/Tennessee144/2008, complete genome
KX900399.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  175.4   6.7e-43 !   Transmissible gastroenteritis virus strain TGEV/USA/NorthCarolina142/2007, complete genome
KX900397.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  175.4   6.7e-43 !   Transmissible gastroenteritis virus strain TGEV/USA/NorthCarolina140/2007, complete genome
KX900396.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  175.4   6.7e-43 !   Transmissible gastroenteritis virus strain TGEV/USA/Illinois139/2006, complete genome
KY406735.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  175.3   6.9e-43 !   Porcine respiratory coronavirus strain PRCV/USA/Minnesota-46140/2016, complete genome
KX900404.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  175.3   6.9e-43 !   Transmissible gastroenteritis virus strain TGEV/USA/Oklahoma147/2012, complete genome
KX900395.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  175.0   8.7e-43 !   Transmissible gastroenteritis virus strain TGEV/USA/Minnesota138/2006, complete genome
KY369913.1           -         result               -          cm       49      295        1      246      +    5'    2 0.42   0.2  174.8   9.8e-43 !   Human coronavirus 229E strain SC1073, complete genome
NC_028811.1          -         result               -          cm        1      295        1      299      +    no    1 0.44   0.0  174.6   1.1e-42 !   BtMr-AlphaCoV/SAX2011, complete genome
KJ473806.1           -         result               -          cm        1      295        1      299      +    no    1 0.44   0.0  174.6   1.1e-42 !   BtMr-AlphaCoV/SAX2011, complete genome
HM776941.1           -         result               -          cm        1      295        1      312      +    no    1 0.48   0.0  174.6   1.1e-42 !   Transmissible gastroenteritis virus isolate AYU, complete genome
KX900411.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  174.4   1.2e-42 !   Transmissible gastroenteritis virus strain TGEV/USA/SouthDakota154/2014, complete genome
DQ201447.1           -         result               -          cm        1      295        1      313      +    no    1 0.48   0.0  174.4   1.3e-42 !   Transmissible gastroenteritis virus strain TS, complete genome
KT696544.1           -         result               -          cm        1      295        1      313      +    no    1 0.48   0.0  174.4   1.3e-42 !   Transmissible gastroenteritis virus strain JS2012, complete genome
KR270796.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  174.3   1.3e-42 !   Porcine respiratory coronavirus strain OH7269, complete genome
FJ755618.2           -         result               -          cm        1      295        1      313      +    no    1 0.48   0.0  174.3   1.3e-42 !   Transmissible gastroenteritis virus strain H16, complete genome
EU074218.2           -         result               -          cm        1      295        1      313      +    no    1 0.48   0.0  174.3   1.3e-42 !   Transmissible gastroenteritis virus strain attenuated H, complete genome
KX900398.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  174.2   1.4e-42 !   Transmissible gastroenteritis virus strain TGEV/USA/Minnesota141/2007, complete genome
MH687964.1           -         result               -          cm       81      295        1      214      +    5'    2 0.48   0.0  174.0   1.5e-42 !   Alphacoronavirus sp. strain VZ_AlphaCoV_20745_10, complete genome
KF530106.1           -         result               -          cm       68      295        1      221      +    5'    2 0.39   0.1  172.5     4e-42 !   Human coronavirus NL63 strain NL63/human/USA/8712-17/1987, complete genome
KY369908.1           -         result               -          cm       55      295        1      240      +    5'    2 0.42   0.1  172.1   5.1e-42 !   Human coronavirus 229E strain SC579, complete genome
KX900400.1           -         result               -          cm        1      295        1      313      +    no    1 0.47   0.0  171.9   5.7e-42 !   Transmissible gastroenteritis virus strain TGEV/USA/Iowa143/2008, complete genome
LT545990.1           -         result               -          cm        1      295        1      310      +    no    1 0.48   0.0  171.1   9.4e-42 !   Swine enteric coronavirus isolate SeCoV_GER_L00930_2012 genome assembly, complete genome: monopartite
KF530114.1           -         result               -          cm       68      295        1      221      +    5'    2 0.38   0.2  170.5   1.4e-41 !   Human coronavirus NL63 strain NL63/human/USA/891-4/1989, complete genome
KF530111.1           -         result               -          cm       68      295        1      221      +    5'    2 0.38   0.2  170.5   1.4e-41 !   Human coronavirus NL63 strain NL63/human/USA/901-24/1990, complete genome
KF530109.1           -         result               -          cm       68      295        1      221      +    5'    2 0.38   0.2  170.5   1.4e-41 !   Human coronavirus NL63 strain NL63/human/USA/903-28/1990, complete genome
KF530108.1           -         result               -          cm       68      295        1      221      +    5'    2 0.38   0.2  170.5   1.4e-41 !   Human coronavirus NL63 strain NL63/human/USA/891-6/1989, complete genome
KF530107.1           -         result               -          cm       68      295        1      221      +    5'    2 0.38   0.2  170.5   1.4e-41 !   Human coronavirus NL63 strain NL63/human/USA/911-56/1991, complete genome
KF530105.1           -         result               -          cm       68      295        1      221      +    5'    2 0.38   0.2  170.5   1.4e-41 !   Human coronavirus NL63 strain NL63/human/USA/012-31/2001, complete genome
KF530104.1           -         result               -          cm       68      295        1      221      +    5'    2 0.38   0.2  170.5   1.4e-41 !   Human coronavirus NL63 strain NL63/human/USA/904-20/1990, complete genome
DQ443743.1           -         result               -          cm        1      295        1      313      +    no    1 0.48   0.0  170.2   1.6e-41 !   Transmissible gastroenteritis virus strain SC-Y, complete genome
KF530113.1           -         result               -          cm       68      295        1      221      +    5'    2 0.39   0.1  169.7   2.2e-41 !   Human coronavirus NL63 strain NL63/human/USA/905-25/1990, complete genome
KF530110.1           -         result               -          cm       68      295        1      221      +    5'    2 0.39   0.1  169.2     3e-41 !   Human coronavirus NL63 strain NL63/human/USA/838-9/1983, complete genome
DQ811785.1           -         result               -          cm        1      295        1      308      +    no    1 0.49   0.0  168.8   3.8e-41 !   TGEV Miller M6, complete genome
KY073746.1           -         result               -          cm       47      295        1      244      +    5'    2 0.48   0.0  168.1   6.1e-41 !   NL63-related bat coronavirus strain BtKYNL63-15, complete genome
KY073747.1           -         result               -          cm       53      295        1      242      +    5'    2 0.44   0.0  167.5   8.5e-41 !   229E-related bat coronavirus strain BtKY229E-1, complete genome
NC_028806.1          -         result               -          cm        6      295        1      305      +    5'    2 0.48   0.0  166.8   1.3e-40 !   Swine enteric coronavirus strain Italy/213306/2009, complete genome
KR061459.1           -         result               -          cm        6      295        1      305      +    5'    2 0.48   0.0  166.8   1.3e-40 !   Swine enteric coronavirus strain Italy/213306/2009, complete genome
MH938449.1           -         result               -          cm       17      295        1      279      +    5'    2 0.43   0.2  165.6   2.7e-40 !   Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015, complete genome
KY073745.1           -         result               -          cm       46      295        1      245      +    5'    2 0.48   0.0  164.9   4.4e-40 !   NL63-related bat coronavirus strain BtKYNL63-9b, complete genome
LT906581.1           -         result               -          cm       59      295        1      232      +    5'    2 0.49   0.0  164.7     5e-40 !   Porcine epidemic diarrhea virus isolate CV777 genome assembly, complete genome: monopartite
DQ811787.1           -         result               -          cm        9      295        1      302      +    5'    2 0.48   0.0  164.7     5e-40 !   PRCV ISU-1, complete genome
MH938448.1           -         result               -          cm        1      295        2      294      +    no    1 0.43   0.1  164.6   5.3e-40 !   Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011, complete genome
DQ811788.1           -         result               -          cm        9      295        1      302      +    5'    2 0.49   0.0  163.6   9.3e-40 !   TGEV Purdue P115, complete genome
MH687957.1           -         result               -          cm       91      295        1      204      +    5'    2 0.49   0.0  161.7     3e-39 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16845_64, complete genome
MG428702.1           -         result               -          cm        1      295      118      408      +    no    1 0.38   0.4  157.3   4.7e-38 !   Human coronavirus NL63 isolate Kilifi_HH_3807_11-May-2010, complete genome
MG428706.1           -         result               -          cm       78      295        1      211      +    5'    2 0.39   0.4  154.4   2.8e-37 !   Human coronavirus NL63 isolate Kilifi_HH_3808_24-May-2010, complete genome
JQ404409.1           -         result               -          cm        1      295        1      312      +    no    1 0.48   0.0  154.3   2.9e-37 !   Canine coronavirus strain 1-71, complete genome
JN856008.2           -         result               -          cm       33      295        1      275      +    5'    2 0.49   0.0  153.9   3.6e-37 !   Canine coronavirus strain A76, complete genome
KU729220.1           -         result               -          cm        1      295       14      287      +    no    1 0.49   0.0  153.4   5.1e-37 !   Transmissible gastroenteritis virus strain TH-98, complete genome
DQ811789.2           -         result               -          cm        1      295       14      287      +    no    1 0.49   0.0  153.4   5.1e-37 !   TGEV virulent Purdue, complete genome
JN634064.1           -         result               -          cm        1      295        1      311      +    no    1 0.48   0.0  150.8   2.5e-36 !   Feline coronavirus strain WSU 79-1683, complete genome
DQ811786.2           -         result               -          cm        1      295       15      288      +    no    1 0.49   0.0  150.7   2.6e-36 !   TGEV Miller M60, complete genome
MH938450.1           -         result               -          cm       46      295        1      251      +    5'    2 0.44   0.1  150.5     3e-36 !   Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010, complete genome
GQ477367.1           -         result               -          cm        1      295        1      312      +    no    1 0.49   0.0  150.1   3.8e-36 !   Canine coronavirus strain CCoV/NTU336/F/2008, complete genome
MH687963.1           -         result               -          cm      119      295        1      177      +    5'    2 0.48   0.0  150.1   3.9e-36 !   Alphacoronavirus sp. strain VZ_AlphaCoV_20724_95, complete genome
KY566209.1           -         result               -          cm        1      295       71      380      +    no    1 0.50   0.0  148.6   9.6e-36 !   Feline coronavirus strain HLJ/HRB/2016/10, complete genome
FJ938053.1           -         result               -          cm        1      295        1      307      +    no    1 0.49   0.0  145.2   7.6e-35 !   Feline coronavirus UU7, complete genome
MH687946.1           -         result               -          cm      122      295        1      174      +    5'    2 0.50   0.0  145.2   7.7e-35 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_61, complete genome
NC_002306.3          -         result               -          cm        1      295        1      309      +    no    1 0.49   0.0  145.1   8.3e-35 !   Feline infectious peritonitis virus, complete genome
KC461236.1           -         result               -          cm        1      295        1      309      +    no    1 0.49   0.0  145.1   8.3e-35 !   Feline infectious peritonitis virus isolate FCoVWSU791146_P8, complete genome
KC461235.1           -         result               -          cm        1      295        1      309      +    no    1 0.49   0.0  145.1   8.3e-35 !   Feline infectious peritonitis virus isolate FCoVWSU791146_P1, complete genome
AY994055.1           -         result               -          cm        1      295        1      309      +    no    1 0.49   0.0  145.1   8.3e-35 !   Feline infectious peritonitis virus, complete genome
DQ286389.1           -         result               -          cm        1      295        1      309      +    no    1 0.49   0.0  145.1   8.3e-35 !   Feline coronavirus strain DF-2, complete genome
JQ408981.1           -         result               -          cm        1      295        1      309      +    no    1 0.49   0.0  145.0   8.7e-35 !   Feline infectious peritonitis virus strain DF-2, complete genome
JQ408980.1           -         result               -          cm        1      295        1      309      +    no    1 0.49   0.0  145.0   8.7e-35 !   Feline coronavirus strain DF-2 R3i, complete genome
KY674915.1           -         result               -          cm       95      295        1      196      +    5'    2 0.40   0.1  144.9   9.2e-35 !   Human coronavirus NL63 strain N07-6B, complete genome
KP981644.1           -         result               -          cm        1      295        1      312      +    no    1 0.48   0.0  144.7     1e-34 !   Canine coronavirus strain CB/05, complete genome
MH687952.1           -         result               -          cm      108      295        1      188      +    5'    2 0.47   0.0  144.5   1.2e-34 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_84, complete genome
MN165107.1           -         result               -          cm        1      295        1      308      +    no    1 0.49   0.0  144.1   1.5e-34 !   Feline coronavirus isolate XXN, complete genome
GQ152141.1           -         result               -          cm        1      295        1      311      +    no    1 0.50   0.0  143.8   1.9e-34 !   Feline coronavirus strain FCoV/NTU156/P/2007, complete genome
DQ010921.1           -         result               -          cm        1      295        1      310      +    no    1 0.48   0.0  142.7   3.6e-34 !   Feline coronavirus strain FIPV 79-1146, complete genome
FJ938054.1           -         result               -          cm        1      295        1      310      +    no    1 0.48   0.0  142.3   4.7e-34 !   Feline coronavirus UU4, complete genome
MG893511.1           -         result               -          cm        1      295        1      310      +    no    1 0.50   0.0  142.2   4.8e-34 !   Feline coronavirus isolate Felix, complete genome
EU186072.1           -         result               -          cm        1      295        1      310      +    no    1 0.49   0.0  141.3   8.7e-34 !   Feline coronavirus isolate Black, complete genome
KP849472.1           -         result               -          cm        1      295        1      312      +    no    1 0.48   0.0  141.0     1e-33 !   Alphacoronavirus 1 strain 23/03, complete genome
KY566211.1           -         result               -          cm        7      295        1      301      +    5'    2 0.50   0.0  139.5   2.6e-33 !   Feline coronavirus strain HLJ/HRB/2016/13, complete genome
KC461237.1           -         result               -          cm        1      295        1      309      +    no    1 0.49   0.0  138.8   3.9e-33 !   Feline infectious peritonitis virus isolate FCoVWSU791146_P50, complete genome
KC175341.1           -         result               -          cm       33      295        1      274      +    5'    2 0.50   0.0  136.5   1.6e-32 !   Canine coronavirus strain S378, complete genome
KC175340.1           -         result               -          cm       33      295        1      274      +    5'    2 0.50   0.0  136.5   1.6e-32 !   Canine coronavirus strain K378, complete genome
KY566210.1           -         result               -          cm       10      295        1      298      +    5'    2 0.50   0.0  134.7   4.9e-32 !   Feline coronavirus strain HLJ/HRB/2016/11, complete genome
JQ404410.1           -         result               -          cm        1      295        1      312      +    no    1 0.49   0.0  134.7     5e-32 !   Canine coronavirus strain TN-449, complete genome
FJ938052.1           -         result               -          cm        8      295        1      298      +    5'    2 0.50   0.0  134.7     5e-32 !   Feline coronavirus UU11, complete genome
HQ392472.1           -         result               -          cm       33      295        1      272      +    5'    2 0.50   0.0  134.1   7.3e-32 !   Feline coronavirus UU30, complete genome
HQ012370.1           -         result               -          cm       17      295        1      289      +    5'    2 0.51   0.0  134.1   7.3e-32 !   Feline coronavirus UU24, complete genome
GU553362.1           -         result               -          cm       17      295        1      291      +    5'    2 0.50   0.0  133.8   8.4e-32 !   Feline coronavirus UU23 isolate TCVSP-ROTTIER-00023, complete genome
GU553361.1           -         result               -          cm       17      295        1      291      +    5'    2 0.50   0.0  133.8   8.4e-32 !   Feline coronavirus UU22 isolate TCVSP-ROTTIER-00022, complete genome
HQ012369.1           -         result               -          cm       17      295        1      291      +    5'    2 0.51   0.0  133.6   9.5e-32 !   Feline coronavirus UU21, complete genome
HQ012371.1           -         result               -          cm       17      295        1      291      +    5'    2 0.50   0.0  133.6   9.6e-32 !   Feline coronavirus UU31, complete genome
DQ848678.1           -         result               -          cm        1      295        1      309      +    no    1 0.48   0.0  133.4   1.1e-31 !   Feline coronavirus strain FCoV C1Je, complete genome
HQ392471.1           -         result               -          cm       17      295        1      291      +    5'    2 0.50   0.0  133.2   1.2e-31 !   Feline coronavirus UU20, complete genome
KX722530.1           -         result               -          cm       12      295        1      296      +    5'    2 0.50   0.0  132.4     2e-31 !   Feline coronavirus isolate Cat 1 Karlslunde, complete genome
FJ938051.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  131.8   2.9e-31 !   Feline coronavirus RM, complete genome
HQ392469.1           -         result               -          cm       35      295        1      270      +    5'    2 0.51   0.0  131.1   4.4e-31 !   Feline coronavirus UU40, complete genome
KX722529.1           -         result               -          cm       12      295        1      296      +    5'    2 0.51   0.0  131.0   4.9e-31 !   Feline coronavirus isolate UG-FH8, complete genome
FJ938059.1           -         result               -          cm       17      295        1      289      +    5'    2 0.51   0.0  130.1   8.3e-31 !   Feline coronavirus UU10, complete genome
KY073748.1           -         result               -          cm       95      295        1      201      +    5'    2 0.47   0.0  130.0     9e-31 !   229E-related bat coronavirus strain BtKY229E-8, complete genome
FJ938057.1           -         result               -          cm       17      295        1      290      +    5'    2 0.50   0.0  129.6   1.1e-30 !   Feline coronavirus UU15, complete genome
KU215428.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  129.4   1.3e-30 !   Feline coronavirus isolate Cat3_day28_withoutdeletion, complete genome
KU215427.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  129.4   1.3e-30 !   Feline coronavirus isolate Cat3_day28_deletion, complete genome
KU215425.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  129.4   1.3e-30 !   Feline coronavirus isolate Cat1_day28_withoutdeletion, complete genome
KU215424.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  129.4   1.3e-30 !   Feline coronavirus isolate Cat1_day28_deletion, complete genome
KU215423.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  129.4   1.3e-30 !   Feline coronavirus isolate Cat3_day9, complete genome
KU215422.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  129.4   1.3e-30 !   Feline coronavirus isolate Cat2_day21_withoutdeletion, complete genome
KU215421.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  129.4   1.3e-30 !   Feline coronavirus isolate Cat2_day21_deletion, complete genome
KU215420.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  129.4   1.3e-30 !   Feline coronavirus isolate Cat1_day7, complete genome
KU215419.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  129.4   1.3e-30 !   Feline coronavirus isolate inoculum, complete genome
FJ938060.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  129.4   1.3e-30 !   Feline coronavirus UU2, complete genome
HQ012367.1           -         result               -          cm       17      295        1      289      +    5'    2 0.49   0.0  129.3   1.4e-30 !   Feline coronavirus UU17, complete genome
HQ012368.1           -         result               -          cm       17      295        1      290      +    5'    2 0.50   0.0  128.8   1.8e-30 !   Feline coronavirus UU18, complete genome
KU215426.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  128.8   1.9e-30 !   Feline coronavirus isolate Cat2_day84, complete genome
MH687967.1           -         result               -          cm      152      295        1      145      +    5'    2 0.50   0.0  127.9   3.2e-30 !   Alphacoronavirus sp. strain VZ_AlphaCoV_20745_8, complete genome
JN183883.1           -         result               -          cm       35      295        1      270      +    5'    2 0.51   0.0  127.8   3.5e-30 !   Feline coronavirus UU54, complete genome
HQ392470.1           -         result               -          cm       21      295        1      285      +    5'    2 0.51   0.0  127.2     5e-30 !   Feline coronavirus UU19, complete genome
FJ938062.1           -         result               -          cm       22      295        1      284      +    5'    2 0.51   0.0  126.8   6.2e-30 !   Feline coronavirus UU9, complete genome
FJ938055.1           -         result               -          cm       17      295        1      291      +    5'    2 0.51   0.0  126.5   7.6e-30 !   Feline coronavirus UU8, complete genome
KY369909.2           -         result               -          cm      102      295        1      191      +    5'    2 0.42   0.0  125.8   1.2e-29 !   Human coronavirus 229E strain SC677, complete genome
JN183882.1           -         result               -          cm       36      295        1      267      +    5'    2 0.52   0.0  125.3   1.6e-29 !   Feline coronavirus UU47, complete genome
KC175339.1           -         result               -          cm        1      295        4      284      +    no    1 0.50   0.0  125.2   1.7e-29 !   Canine coronavirus strain 171, complete genome
KY292377.1           -         result               -          cm       17      295        1      290      +    5'    2 0.51   0.0  125.2   1.7e-29 !   Feline coronavirus strain HLJ/DQ/2016/01, complete genome
KY621348.1           -         result               -          cm      100      295        1      194      +    5'    2 0.42   0.1  125.0   1.9e-29 !   Human coronavirus 229E strain SC379, complete genome
FJ938061.1           -         result               -          cm        1      295        5      286      +    no    1 0.50   0.0  123.1   6.2e-29 !   Feline coronavirus UU3, complete genome
HQ012372.1           -         result               -          cm        1      295        6      249      +    no    1 0.52   0.0  122.0   1.2e-28 !   Feline coronavirus UU34, complete genome
FJ938058.1           -         result               -          cm       17      295        1      291      +    5'    2 0.51   0.0  121.8   1.4e-28 !   Feline coronavirus UU16, complete genome
KF530123.1           -         result               -          cm       69      295        1      229      +    5'    2 0.53   0.0  121.6   1.6e-28 !   Feline coronavirus strain Felis catus/NLD/UU88/2010, complete genome
FJ938056.1           -         result               -          cm       17      295        1      290      +    5'    2 0.51   0.0  121.1   2.2e-28 !   Feline coronavirus UU5, complete genome
MH687962.1           -         result               -          cm      155      295        1      141      +    5'    2 0.48   0.0  120.6   2.8e-28 !   Alphacoronavirus sp. strain VZ_AlphaCoV_17819_50, complete genome
MH687961.1           -         result               -          cm      155      295        1      141      +    5'    2 0.52   0.0  120.2   3.6e-28 !   Alphacoronavirus sp. strain VZ_AlphaCoV_17819_4, complete genome
MH817484.1           -         result               -          cm       51      295        1      252      +    5'    2 0.52   0.0  117.3   2.3e-27 !   Feline Alphacoronavirus 1 strain FCoV-SB22, complete genome
KT253328.1           -         result               -          cm      126      295        1      168      +    5'    2 0.43   0.0  113.8   1.9e-26 !   Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC50_HUH7/KSA/2014, complete genome
KT253327.1           -         result               -          cm      126      295        1      168      +    5'    2 0.43   0.0  113.8   1.9e-26 !   Camel alphacoronavirus Camel229E isolate Camel229E-CoV/AC04/KSA/2014, complete genome
KT253326.1           -         result               -          cm      126      295        1      168      +    5'    2 0.43   0.0  113.8   1.9e-26 !   Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC52/KSA/2014, complete genome
KT253325.1           -         result               -          cm      126      295        1      168      +    5'    2 0.43   0.0  113.8   1.9e-26 !   Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC49/KSA/2014, complete genome
KY674919.1           -         result               -          cm      128      295        1      166      +    5'    2 0.45   0.0  113.3   2.6e-26 !   Human coronavirus 229E strain N08-434B, complete genome
MK720944.1           -         result               -          cm        1      295       12      277      +    no    1 0.42   1.5  113.3   2.6e-26 !   Tylonycteris bat coronavirus HKU33 strain GZ151867, complete genome
KY063618.2           -         result               -          cm       59      295        1      229      +    5'    2 0.53   0.0  112.6     4e-26 !   Canine coronavirus isolate HLJ-073, complete genome
KY063617.1           -         result               -          cm       59      295        1      229      +    5'    2 0.53   0.0  112.6     4e-26 !   Canine coronavirus isolate HLJ-072, complete genome
KY063616.1           -         result               -          cm       59      295        1      229      +    5'    2 0.53   0.0  112.6     4e-26 !   Canine coronavirus isolate HLJ-071, complete genome
MH013466.1           -         result               -          cm      174      295        1      122      +    5'    2 0.52   0.0  101.0   4.9e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/QRO/02/2017, complete genome
MH013465.1           -         result               -          cm      174      295        1      122      +    5'    2 0.52   0.0  101.0   4.9e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/QRO/01/2017, complete genome
MH004418.1           -         result               -          cm      174      295        1      122      +    5'    2 0.52   0.0  101.0   4.9e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/03/2017, complete genome
MH004417.1           -         result               -          cm      174      295        1      122      +    5'    2 0.52   0.0  101.0   4.9e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/02/2017, complete genome
MH004416.1           -         result               -          cm      174      295        1      122      +    5'    2 0.52   0.0  101.0   4.9e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/01/2017, complete genome
MH004414.1           -         result               -          cm      174      295        1      122      +    5'    2 0.52   0.0  101.0   4.9e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/19/2017, complete genome
MH004413.1           -         result               -          cm      174      295        1      122      +    5'    2 0.52   0.0  101.0   4.9e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/03/2016, complete genome
NC_023760.1          -         result               -          cm        1      295        1      273      +    no    1 0.42   0.2  100.9   5.1e-23 !   Mink coronavirus strain WD1127, complete genome
HM245925.1           -         result               -          cm        1      295        1      273      +    no    1 0.42   0.2  100.9   5.1e-23 !   Mink coronavirus strain WD1127, complete genome
MH013464.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/VER/02/2015, complete genome
MH013463.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/VER/01/2015, complete genome
MH013462.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/SON/01/2015, complete genome
MH006965.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/MICH/02/2013, complete genome
MH006964.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/02/2014, complete genome
MH006963.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/PUE/01/2016, complete genome
MH006962.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/MICH/02/2015, complete genome
MH006961.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/01/2014, complete genome
MH006960.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/VER/01/2014, complete genome
MH006959.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/GTO/01/2013, complete genome
MH006958.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/MICH/19/2013, complete genome
MH006957.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/MICH/01/2013, complete genome
MH004421.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/PUE/01/2015, complete genome
MH004420.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/05/2017, complete genome
MH004419.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/04/2017, complete genome
MH004415.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/JAL/19/2014, complete genome
MH004412.1           -         result               -          cm      174      295        1      122      +    5'    2 0.51   0.0  100.5   6.7e-23 !   Porcine epidemic diarrhea virus strain PEDV/MEX/GTO/02/2016, complete genome
NC_028833.1          -         result               -          cm       80      295        1      212      +    5'    2 0.43   0.2  100.5   6.9e-23 !   BtNv-AlphaCoV/SC2013, complete genome
KJ473809.1           -         result               -          cm       80      295        1      212      +    5'    2 0.43   0.2  100.5   6.9e-23 !   BtNv-AlphaCoV/SC2013, complete genome
NC_028824.1          -         result               -          cm      158      295        1      134      +    5'    2 0.51   0.0   98.0   3.1e-22 !   BtRf-AlphaCoV/YN2012, complete genome
KJ473808.1           -         result               -          cm      158      295        1      134      +    5'    2 0.51   0.0   98.0   3.1e-22 !   BtRf-AlphaCoV/YN2012, complete genome
MH687953.1           -         result               -          cm      170      295        1      126      +    5'    2 0.48   0.0   96.5   7.9e-22 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_86, complete genome
